SURVEY,ROUTE,UNIT,FISHERY,MONTH,DATE,SITE,SPECIES,CLIP,ORIGIN,LENGTH
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.5
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.5
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.7
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,8
2019,Ashland,,,,,,Rainbow Smelt,,Native,8
2019,Ashland,,,,,,Rainbow Smelt,,Native,8.1
2019,Ashland,,,,,,Rainbow Smelt,,Native,8.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,8.5
2019,Ashland,,,,,,Rainbow Smelt,,Native,8.5
2019,Ashland,,,,,,Rainbow Smelt,,Native,8.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,8.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,8.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,8.7
2019,Ashland,,,,,,Rainbow Smelt,,Native,9
2019,Ashland,,,,,,Rainbow Smelt,,Native,9.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,9.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,9.7
2019,Ashland,,,,,,Rainbow Smelt,,Native,10.3
2019,Ashland,,,,,,Rock Bass,,Native,9.8
2019,Ashland,,,,,,Splake,Adipose,Hatchery,15
2019,Ashland,,,,,,Splake,Adipose,Hatchery,15
2019,Ashland,,,,,,Splake,Adipose,Hatchery,15
2019,Ashland,,,,,,Splake,Adipose,Hatchery,15
2019,Ashland,,,,,,Splake,Adipose,Hatchery,15.1
2019,Ashland,,,,,,Splake,Adipose,Hatchery,16.1
2019,Ashland,,,,,,Splake,Adipose,Hatchery,16.2
2019,Ashland,,,,,,Splake,Adipose,Hatchery,16.5
2019,Ashland,,,,,,Splake,Adipose,Hatchery,16.6
2019,Ashland,,,,,,Splake,Adipose,Hatchery,16.8
2019,Ashland,,,,,,Splake,Adipose,Hatchery,16.8
2019,Ashland,,,,,,Splake,Adipose,Hatchery,17
2019,Ashland,,,,,,Splake,Adipose,Hatchery,17
2019,Ashland,,,,,,Splake,Adipose,Hatchery,17
2019,Ashland,,,,,,Splake,Adipose,Hatchery,17.4
2019,Ashland,,,,,,Splake,Adipose,Hatchery,17.5
2019,Ashland,,,,,,Splake,Adipose,Hatchery,17.5
2019,Ashland,,,,,,Splake,Adipose,Hatchery,17.8
2019,Ashland,,,,,,Splake,Adipose,Hatchery,17.8
2019,Ashland,,,,,,Splake,Adipose,Hatchery,17.8
2019,Ashland,,,,,,Splake,Adipose,Hatchery,17.9
2019,Ashland,,,,,,Splake,Adipose,Hatchery,18.1
2019,Ashland,,,,,,Splake,Adipose,Hatchery,18.1
2019,Ashland,,,,,,Splake,Adipose,Hatchery,18.1
2019,Ashland,,,,,,Splake,Adipose,Hatchery,18.1
2019,Ashland,,,,,,Splake,Adipose,Hatchery,18.2
2019,Ashland,,,,,,Splake,Adipose,Hatchery,18.3
2019,Ashland,,,,,,Splake,Adipose,Hatchery,18.3
2019,Ashland,,,,,,Splake,Adipose,Hatchery,18.3
2019,Ashland,,,,,,Splake,Adipose,Hatchery,18.4
2019,Ashland,,,,,,Splake,Adipose,Hatchery,18.4
2019,Ashland,,,,,,Splake,Adipose,Hatchery,18.6
2019,Ashland,,,,,,Splake,Adipose,Hatchery,18.6
2019,Ashland,,,,,,Splake,Adipose,Hatchery,19
2019,Ashland,,,,,,Splake,Adipose,Hatchery,19.1
2019,Ashland,,,,,,Splake,Adipose,Hatchery,19.2
2019,Ashland,,,,,,Splake,Adipose,Hatchery,19.3
2019,Ashland,,,,,,Splake,Adipose,Hatchery,19.4
2019,Ashland,,,,,,Splake,Adipose,Hatchery,19.5
2019,Ashland,,,,,,Splake,Adipose,Hatchery,19.7
2019,Ashland,,,,,,Splake,Adipose,Hatchery,19.9
2019,Ashland,,,,,,Splake,Adipose,Hatchery,20.3
2019,Ashland,,,,,,Splake,Adipose,Hatchery,20.5
2019,Ashland,,,,,,Splake,Native,Native,21.7
2019,Ashland,,,,,,Splake,Adipose,Hatchery,22.1
2019,Ashland,,,,,,Splake,Adipose,Hatchery,
2019,Ashland,,,,,,White Perch,,Native,12.1
2019,Ashland,,,,,,Yellow Perch,,Native,5.9
2019,Ashland,,,,,,Yellow Perch,,Native,6.1
2019,Ashland,,,,,,Yellow Perch,,Native,6.1
2019,Ashland,,,,,,Yellow Perch,,Native,6.1
2019,Ashland,,,,,,Yellow Perch,,Native,6.2
2019,Ashland,,,,,,Yellow Perch,,Native,6.2
2019,Ashland,,,,,,Yellow Perch,,Native,6.2
2019,Ashland,,,,,,Yellow Perch,,Native,6.3
2019,Ashland,,,,,,Yellow Perch,,Native,6.3
2019,Ashland,,,,,,Yellow Perch,,Native,6.3
2019,Ashland,,,,,,Yellow Perch,,Native,6.4
2019,Ashland,,,,,,Yellow Perch,,Native,6.4
2019,Ashland,,,,,,Yellow Perch,,Native,6.4
2019,Ashland,,,,,,Yellow Perch,,Native,6.4
2019,Ashland,,,,,,Yellow Perch,,Native,6.5
2019,Ashland,,,,,,Yellow Perch,,Native,6.5
2019,Ashland,,,,,,Yellow Perch,,Native,6.5
2019,Ashland,,,,,,Yellow Perch,,Native,6.6
2019,Ashland,,,,,,Yellow Perch,,Native,6.6
2019,Ashland,,,,,,Yellow Perch,,Native,6.6
2019,Ashland,,,,,,Yellow Perch,,Native,6.6
2019,Ashland,,,,,,Yellow Perch,,Native,6.6
2019,Ashland,,,,,,Yellow Perch,,Native,6.6
2019,Ashland,,,,,,Yellow Perch,,Native,6.6
2019,Ashland,,,,,,Yellow Perch,,Native,6.6
2019,Ashland,,,,,,Yellow Perch,,Native,6.6
2019,Ashland,,,,,,Yellow Perch,,Native,6.7
2019,Ashland,,,,,,Yellow Perch,,Native,6.7
2019,Ashland,,,,,,Yellow Perch,,Native,6.7
2019,Ashland,,,,,,Yellow Perch,,Native,6.7
2019,Ashland,,,,,,Yellow Perch,,Native,6.8
2019,Ashland,,,,,,Yellow Perch,,Native,6.8
2019,Ashland,,,,,,Yellow Perch,,Native,6.8
2019,Ashland,,,,,,Yellow Perch,,Native,6.8
2019,Ashland,,,,,,Yellow Perch,,Native,6.8
2019,Ashland,,,,,,Yellow Perch,,Native,6.8
2019,Ashland,,,,,,Yellow Perch,,Native,6.8
2019,Ashland,,,,,,Yellow Perch,,Native,6.8
2019,Ashland,,,,,,Yellow Perch,,Native,6.9
2019,Ashland,,,,,,Yellow Perch,,Native,6.9
2019,Ashland,,,,,,Yellow Perch,,Native,6.9
2019,Ashland,,,,,,Yellow Perch,,Native,6.9
2019,Ashland,,,,,,Yellow Perch,,Native,6.9
2019,Ashland,,,,,,Yellow Perch,,Native,7
2019,Ashland,,,,,,Yellow Perch,,Native,7
2019,Ashland,,,,,,Yellow Perch,,Native,7
2019,Ashland,,,,,,Yellow Perch,,Native,7
2019,Ashland,,,,,,Yellow Perch,,Native,7
2019,Ashland,,,,,,Yellow Perch,,Native,7
2019,Ashland,,,,,,Yellow Perch,,Native,7
2019,Ashland,,,,,,Yellow Perch,,Native,7
2019,Ashland,,,,,,Yellow Perch,,Native,7
2019,Ashland,,,,,,Yellow Perch,,Native,7
2019,Ashland,,,,,,Yellow Perch,,Native,7
2019,Ashland,,,,,,Yellow Perch,,Native,7
2019,Ashland,,,,,,Yellow Perch,,Native,7
2019,Ashland,,,,,,Yellow Perch,,Native,7
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.1
2019,Ashland,,,,,,Yellow Perch,,Native,7.2
2019,Ashland,,,,,,Yellow Perch,,Native,7.2
2019,Ashland,,,,,,Yellow Perch,,Native,7.2
2019,Ashland,,,,,,Yellow Perch,,Native,7.2
2019,Ashland,,,,,,Yellow Perch,,Native,7.2
2019,Ashland,,,,,,Yellow Perch,,Native,7.2
2019,Ashland,,,,,,Yellow Perch,,Native,7.2
2019,Ashland,,,,,,Yellow Perch,,Native,7.2
2019,Ashland,,,,,,Yellow Perch,,Native,7.2
2019,Ashland,,,,,,Yellow Perch,,Native,7.2
2019,Ashland,,,,,,Yellow Perch,,Native,7.2
2019,Ashland,,,,,,Yellow Perch,,Native,7.2
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.3
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.4
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.5
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.6
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.7
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.8
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,7.9
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.1
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
2019,Ashland,,,,,,Yellow Perch,,Native,8.2
