CLIP1,CLIP2,CLIP3,CLIP4,CLIP5,CLIP6,CLIP7,CLIP8,CLIP9,CLIP10,CLIP11,CLIP12,CLIP13,CLIP14,CLIP15,CLIP16,CLIP17,CLIP18,CLIP19,CLIP20,CLIP21,CLIP22,CLIP23,CLIP24,CLIP25,CLIP26,CLIP27,CLIP28,LEN1,LEN2,LEN3,LEN4,LEN5,LEN6,LEN7,LEN8,LEN9,LEN10,LEN11,LEN12,LEN13,LEN14,LEN15,LEN16,LEN17,LEN18,LEN19,LEN20,LEN21,LEN22,LEN23,LEN24,LEN25,LEN26,LEN27,LEN28,SPEC1,SPEC2,SPEC3,SPEC4,SPEC5,SPEC6,SPEC7,SPEC8,SPEC9,SPEC10,SPEC11,SPEC12,SPEC13,SPEC14,SPEC15,SPEC16,SPEC17,SPEC18,SPEC19,SPEC20,SPEC21,SPEC22,SPEC23,SPEC24,SPEC25,SPEC26,SPEC27,SPEC28,PERSONS,DAYTYPE,FISH,FISHERY,RES,SITE,STATE,STATUS,SUCCESS,MONTH,DAY,YEAR,STARTMM,STARTHH,STOPMM,STOPHH
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,034,045,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,313,1,1,2,6,5,14,0,8,30,13
0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,17,17.1,17,15.6,15.6,,,,,,,,,,,,,,,,,,,,,,,,078,078,078,078,078,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,2,1,313,1,1,1,6,5,14,30,6,30,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,313,1,1,0,6,5,14,15,8,35,12
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,048,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,313,1,1,1,6,5,14,26,7,15,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,313,1,1,0,6,5,14,30,8,15,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,2,1,313,1,1,0,6,5,14,30,6,30,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,7,1,313,1,1,0,6,5,14,0,10,50,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,313,1,1,0,6,8,14,0,15,40,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,1,313,1,1,0,6,8,14,0,16,5,19
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,18.8,21.9,21.2,17.8,16.1,15.1,,,,,,,,,,,,,,,,,,,,,,,035,035,035,035,049,046,,,,,,,,,,,,,,,,,,,,,,,3,2,6,1,1,313,1,1,3,6,8,14,0,8,35,16
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,035,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,313,1,1,1,6,8,14,15,10,40,17
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,045,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,313,1,1,1,6,8,14,0,9,30,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,7,1,313,1,1,0,6,8,14,0,13,31,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,7,2,313,1,1,0,6,8,14,10,15,45,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,7,1,313,1,1,0,6,8,14,15,15,45,15
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,20.1,20.4,20,15.3,,,,,,,,,,,,,,,,,,,,,,,,,035,035,035,035,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,1,1,313,1,1,2,6,8,14,30,6,15,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,1,313,1,1,0,6,8,14,0,6,37,15
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,20.3,21,22.9,14.4,14.8,33.4,,,,,,,,,,,,,,,,,,,,,,,035,035,035,049,049,035,,,,,,,,,,,,,,,,,,,,,,,3,2,6,1,1,313,1,1,3,6,8,14,30,8,55,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,1,1,313,1,1,0,6,8,14,0,11,15,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,313,1,1,0,6,8,14,15,9,45,14
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,035,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,313,1,1,1,6,8,14,0,9,45,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,313,1,1,0,6,8,14,0,7,0,14
1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,17,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,045,035,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,1,1,313,1,1,2,6,8,14,0,6,45,14
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,035,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,313,1,1,1,6,8,14,0,10,0,14
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,049,035,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,1,313,1,1,2,6,8,14,30,7,0,14
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,045,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,313,1,1,1,6,13,14,30,6,53,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,313,1,1,0,6,13,14,30,8,0,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,313,1,1,0,6,13,14,0,8,55,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,313,1,1,0,6,13,14,0,10,16,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,313,1,1,0,6,13,14,0,7,30,11
0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,035,045,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,313,1,1,2,6,13,14,30,6,50,11
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,035,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,313,1,1,1,6,13,14,30,8,28,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,313,1,1,0,6,13,14,0,9,45,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,0,7,1,313,1,1,0,6,15,14,30,10,25,11
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,16,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,078,078,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,313,1,1,1,6,19,14,0,8,45,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,2,1,313,1,1,0,6,19,14,0,10,24,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,7,1,313,1,1,0,6,21,14,30,18,0,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,7,1,313,1,1,0,6,21,14,0,15,26,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,2,313,1,1,0,6,21,14,0,9,35,17
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,035,035,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,1,1,313,1,1,2,6,21,14,0,15,7,18
1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,045,035,035,035,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,1,1,313,1,1,2,6,21,14,0,12,5,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,1,1,313,1,1,0,6,21,14,0,11,0,14
0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,21,22.2,16.2,21.9,18,,,,,,,,,,,,,,,,,,,,,,,,035,035,035,035,048,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,1,1,313,1,1,2,6,21,14,0,7,35,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,7,1,313,1,1,0,6,21,14,0,15,35,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,1,313,1,1,0,6,21,14,0,12,45,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,1,313,1,1,0,6,21,14,0,11,50,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,7,1,313,1,1,0,6,21,14,52,15,0,16
0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,22.6,23,20.6,21.5,18.3,,,,,,,,,,,,,,,,,,,,,,,,035,035,035,035,035,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,1,1,313,1,1,2,6,21,14,0,11,10,16
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,22.3,24.7,24.5,16.8,,,,,,,,,,,,,,,,,,,,,,,,,035,035,048,049,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,1,1,313,1,1,4,6,21,14,30,7,0,15
0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,049,049,049,045,035,035,035,035,035,035,,,,,,,,,,,,,,,,,,,5,2,10,1,1,313,1,1,5,6,21,14,0,6,36,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,1,313,1,1,0,6,21,14,30,10,36,14
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,21,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,035,035,035,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,1,1,313,1,1,3,6,21,14,40,9,52,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,1,313,1,1,0,6,21,14,0,9,0,14
0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,035,035,035,035,035,035,035,035,049,,,,,,,,,,,,,,,,,,,,3,2,9,1,1,313,1,1,3,6,21,14,30,8,20,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,2,1,313,1,1,0,6,23,14,0,8,48,12
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,24.3,18.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,045,035,035,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,1,313,1,1,3,6,23,14,0,9,50,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,313,1,1,0,6,23,14,0,7,2,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,313,1,1,0,6,23,14,0,7,40,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,2,313,1,1,0,6,27,14,10,17,10,19
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,22.3,19,27.8,19.9,19.3,20.3,28.5,21.3,,,,,,,,,,,,,,,,,,,,,035,035,035,035,035,035,035,035,,,,,,,,,,,,,,,,,,,,,2,1,8,1,1,313,1,1,2,6,27,14,0,7,15,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,313,1,1,0,6,27,14,30,17,45,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,1,1,313,1,1,0,6,27,14,0,12,10,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,7,1,313,1,1,0,6,27,14,0,16,15,18
1,1,99,1,0,0,1,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,26.6,21.8,2,22.3,22.3,17.8,19.8,16.5,21.2,21.5,19.5,23.2,20.5,22.5,20.5,20.1,,,,,,,,,,,,,045,045,035,045,035,045,045,049,045,045,045,045,045,045,045,045,,,,,,,,,,,,,3,1,17,1,1,313,1,1,3,6,27,14,0,7,0,16
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,035,035,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,313,1,1,2,6,27,14,0,8,21,14
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,20.5,27.9,16.5,24,,,,,,,,,,,,,,,,,,,,,,,,,035,035,035,035,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,1,313,1,1,2,6,27,14,0,8,25,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,7,1,313,1,1,0,6,27,14,30,13,0,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,2,1,313,1,1,0,6,27,14,30,6,0,14
0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,20.3,19.1,17.5,21,19.9,20.4,18.3,19.5,21.1,29.7,,,,,,,,,,,,,,,,,,,035,035,035,035,035,035,035,035,035,078,,,,,,,,,,,,,,,,,,,3,2,10,1,1,313,1,1,3,6,28,14,0,9,30,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,1,1,313,1,1,0,6,28,14,0,10,45,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,2,1,313,1,1,0,6,28,14,0,11,16,13
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,18,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,035,035,035,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,1,1,313,1,1,2,6,28,14,0,7,30,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,1,313,1,1,0,6,28,14,0,7,18,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,313,1,1,0,6,28,14,0,12,39,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,7,1,313,1,1,0,6,28,14,0,10,53,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,1,313,1,1,0,6,28,14,0,9,5,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,7,1,313,1,1,0,6,28,14,30,8,21,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,1,313,1,1,0,6,28,14,0,7,36,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,313,1,1,0,6,28,14,0,8,8,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,7,1,313,1,1,0,6,28,14,30,8,51,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,2,313,1,1,0,7,3,14,0,17,54,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,7,1,313,1,1,0,7,3,14,0,16,39,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,313,1,1,0,7,3,14,0,8,17,18
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,035,035,035,035,035,035,,,,,,,,,,,,,,,,,,,,,,,3,1,6,1,1,313,1,1,3,7,3,14,0,10,0,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,1,1,313,1,1,0,7,3,14,0,13,0,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,7,1,313,1,1,0,7,3,14,30,15,35,16
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,23.4,17,22.3,23.2,22.1,23.2,23.6,23.3,17.3,17.6,8.2,,,,,,,,,,,,,,,,,,070,070,070,070,070,070,070,070,070,070,076,,,,,,,,,,,,,,,,,,2,1,11,1,1,313,1,1,2,7,3,14,45,14,30,16
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,035,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,1,313,1,1,1,7,3,14,0,13,11,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,7,1,313,1,1,0,7,3,14,0,13,30,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,7,1,313,1,1,0,7,3,14,30,12,0,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,7,1,313,1,1,0,7,3,14,0,11,4,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,313,1,1,0,7,3,14,0,13,59,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,2,1,313,1,1,0,7,3,14,30,11,0,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,7,1,313,1,1,0,7,3,14,30,11,47,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,313,1,1,0,7,3,14,0,13,50,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,313,1,1,0,7,3,14,0,11,25,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,7,1,313,1,1,0,7,3,14,0,12,47,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,2,1,313,1,1,0,7,3,14,30,8,18,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,7,1,313,1,1,0,7,3,14,0,13,25,14
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,045,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,313,1,1,1,7,3,14,30,6,0,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,7,1,313,1,1,0,7,3,14,0,9,10,14
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,23.1,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,035,035,035,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1,313,1,1,2,7,3,14,0,8,0,14
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,20,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,035,035,035,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,1,313,1,1,3,7,3,14,0,8,0,14
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,045,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,313,1,1,1,7,5,14,30,6,0,14
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,035,035,035,035,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,1,1,313,1,1,2,7,5,14,30,5,0,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,1,313,1,1,0,7,5,14,0,10,33,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,7,1,313,1,1,0,7,5,14,0,10,40,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,7,1,313,1,1,0,7,5,14,30,9,35,11
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,035,035,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,313,1,1,2,7,5,14,30,8,10,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,313,1,1,0,7,5,14,0,9,35,10
